10000,35.199158,4733388
1000,0.383098,57548
10020,35.174567,4763568
10040,36.191298,4786092
10060,36.030126,4810652
10080,36.598485,4835756
100,0.007575,7332
10100,36.102872,4852832
10120,36.354559,4859288
10140,36.425642,4889828
10160,36.557011,4913812
10180,36.891797,4930204
10200,36.903933,4946580
1020,0.393348,60284
10220,37.393843,4970256
10240,38.580401,4991420
10260,38.767905,5004772
10280,38.637769,5034996
10300,38.707086,5047876
10320,39.578807,5061944
10340,39.562582,5087016
10360,38.256639,5100916
10380,39.006655,5132628
10400,38.909168,5146100
1040,0.402393,61048
10420,39.295898,5183040
10440,39.285295,5197736
10460,40.710614,5229192
10480,40.286916,5248568
10500,40.879643,5274872
10520,40.279274,5287704
10540,40.617135,5294712
10560,40.664092,5322804
10580,40.033406,5351996
10600,39.908467,5371004
1060,0.414549,64008
10620,40.61047,5388728
10640,40.991151,5396596
10660,40.910427,5418016
10680,41.330109,5435344
10700,41.836874,5448708
10720,45.851473,5470824
10740,41.730244,5493032
10760,43.385297,5499176
10780,42.71811,5524152
10800,42.909936,5531496
1080,0.431074,65004
10820,42.03539,5552760
10840,42.484797,5570992
10860,42.79526,5597960
10880,42.217501,5616092
10900,42.251829,5624880
10920,42.272318,5657636
10940,42.913445,5672328
10960,42.363379,5689580
10980,42.475512,5721244
11000,42.974742,5722244
1100,0.453969,68348
11020,43.153827,5745496
11040,44.027513,5769644
11060,44.278257,5789704
11080,44.777776,5816848
11100,44.581115,5821472
11120,44.399146,5847276
11140,44.70918,5869468
11160,44.848913,5883776
11180,48.398572,5903568
11200,47.455503,5933124
1120,0.464631,69380
11220,48.23291,5941464
11240,50.340977,5969284
11260,49.081656,6008860
11280,47.119336,6003884
11300,48.999132,6040180
11320,47.946007,6050132
11340,49.245114,6083676
11360,48.407841,6084448
11380,46.638556,6106488
11400,49.438654,6125684
1140,0.516371,74456
11420,48.299068,6147944
11440,50.567537,6181448
11460,50.462905,6205340
11480,51.333084,6241820
11500,52.734188,6258508
11520,52.085653,6296800
11540,48.751631,6310980
11560,47.719205,6329848
11580,51.026574,6347476
11600,50.073898,6353140
1160,0.541881,75412
11620,51.070216,6366496
11640,51.083166,6394848
11660,50.985845,6427276
11680,53.12065,6457680
11700,54.430908,6480856
11720,51.842102,6504340
11740,49.593371,6509636
11760,49.482573,6535320
11780,50.135964,6549844
11800,50.291881,6581208
1180,0.550394,79024
11820,50.51821,6595480
11840,50.588099,6631416
11860,50.664855,6647240
11880,50.603177,6677672
11900,51.888924,6696944
11920,50.574311,6720748
11940,51.057818,6744152
11960,50.939912,6761048
11980,51.637872,6795616
12000,51.910575,6819240
1200,0.577905,82056
12020,52.234333,6840472
12040,52.253263,6853060
12060,52.725636,6884144
12080,52.91305,6887300
120,0.010175,7608
12100,52.775778,6918792
12120,53.232242,6933020
12140,52.866459,6943632
12160,53.400712,6981340
12180,54.224054,7002980
12200,53.436603,7054260
1220,0.573008,84440
12220,54.253177,7050904
12240,53.966105,7072360
12260,54.343893,7093836
12280,54.477073,7117504
12300,55.119687,7150384
12320,58.995907,7153536
12340,56.688407,7194196
12360,56.217534,7212136
12380,56.398445,7227396
12400,56.303796,7255392
1240,0.599541,88232
12420,55.864584,7276588
12440,55.879474,7296264
12460,56.501811,7323272
12480,56.996583,7343908
12500,58.080072,7373004
12520,58.274621,7385512
12540,59.225253,7424220
12560,58.230174,7438416
12580,57.141031,7451236
12600,57.449912,7483488
1260,0.615576,91068
12620,57.181052,7499184
12640,57.510368,7527980
12660,59.575848,7553680
12680,59.540143,7566500
12700,58.353692,7573132
12720,57.469127,7595380
12740,58.931847,7611008
12760,58.703133,7650608
12780,59.473914,7664572
12800,59.851279,7687136
1280,0.656508,92164
12820,61.268302,7713708
12840,59.994733,7722900
12860,59.17184,7761468
12880,59.526694,7768912
12900,60.257187,7804372
12920,60.555095,7822028
12940,60.27328,7853056
12960,60.301333,7878500
12980,61.670547,7929356
13000,60.866463,7959300
1300,0.635445,94384
13020,61.012044,7976508
13040,60.61851,7996016
13060,61.515316,8047204
13080,61.425418,8063912
13100,61.974494,8099748
13120,61.769165,8109852
13140,62.715814,8158448
13160,62.004326,8178500
13180,62.389665,8210808
13200,63.269602,8240140
1320,0.665442,97260
13220,63.10627,8269576
13240,63.332502,8310696
13260,63.219024,8330356
13280,65.909601,8349916
13300,62.588816,8376272
13320,63.619249,8400040
13340,62.909251,8417440
13360,63.984451,8471640
13380,64.614625,8487656
13400,64.426516,8500112
1340,0.70368,100472
13420,64.567571,8521032
13440,64.183432,8567476
13460,64.346101,8556676
13480,66.942033,8593088
13500,67.764097,8617588
13520,66.871817,8626876
13540,66.530979,8667624
13560,65.881308,8686960
13580,67.300746,8715128
13600,66.743915,8756460
1360,0.705342,103456
13620,67.911069,8780680
13640,67.288458,8789360
13660,67.62127,8832360
13680,67.778157,8861672
13700,69.827656,8878864
13720,69.232562,8910712
13740,70.181153,8952292
13760,71.427208,8980732
13780,71.739852,8987528
13800,71.211908,9008580
1380,0.770345,107972
13820,70.678906,9038884
13840,71.215948,9054912
13860,70.119867,9058704
13880,70.521216,9100440
13900,71.011981,9117828
13920,73.194245,9138180
13940,72.954862,9167576
13960,73.02775,9194364
13980,71.119559,9232216
14000,71.929018,9263288
1400,0.746378,109212
14020,72.065107,9293996
14040,72.521662,9328312
14060,73.234984,9348680
14080,73.480994,9384432
140,0.012508,7912
14100,74.057941,9406576
14120,73.245676,9424708
14140,73.901548,9441044
14160,73.072089,9473636
14180,73.550255,9490112
14200,73.970733,9539560
1420,0.781583,113812
14220,72.919766,9558164
14240,74.495755,9597196
14260,75.206956,9602068
14280,75.195864,9629624
14300,75.910413,9672808
14320,76.030025,9692576
14340,75.834602,9722024
14360,75.957289,9758772
14380,76.600203,9767992
14400,76.2214,9813596
1440,0.790172,114372
14420,78.512413,9852836
14440,77.550451,9866092
14460,77.192157,9906448
14480,78.842046,9952088
14500,78.201975,9973212
14520,77.841473,10009352
14540,78.602619,10017324
14560,79.420406,10050052
14580,80.926898,10088700
14600,80.238746,10104728
1460,0.822708,117992
14620,79.810429,10147004
14640,79.268414,10155980
14660,79.364052,10177244
14680,79.648893,10200100
14700,78.930017,10236000
14720,79.234914,10250572
14740,79.779926,10269780
14760,79.617531,10308616
14780,80.583498,10317612
14800,80.900954,10343424
1480,0.86525,121532
14820,82.921493,10376224
14840,81.561644,10394416
14860,81.600619,10426472
14880,82.086827,10477048
14900,83.955458,10501656
14920,84.375677,10516520
14940,86.153248,10567352
14960,85.479618,10586176
14980,85.911067,10619400
15000,87.750177,10654824
1500,0.887038,125232
15020,86.261638,10670632
15040,86.435441,10698872
15060,86.503538,10709116
15080,86.49642,10774476
15100,89.915054,10775932
15120,98.62278,10818552
15140,95.676822,10846304
15160,87.682754,10881696
15180,86.065013,10894112
15200,86.637468,10920212
1520,0.879795,127224
15220,86.284898,10953220
15240,88.388475,10987924
15260,87.545092,11031952
15280,86.730215,11011060
15300,88.382769,11072716
15320,88.241715,11111932
15340,87.18734,11152876
15360,88.808873,11171604
15380,87.659662,11195164
15400,87.592341,11228076
1540,0.924461,129816
15420,88.21815,11257936
15440,90.33912,11308220
15460,89.825719,11313712
15480,90.803606,11356452
15500,88.907051,11374880
15520,92.799687,11414844
15540,92.232895,11437584
15560,92.561294,11483468
15580,91.379923,11511016
15600,90.612437,11536064
1560,0.927601,132860
15620,92.759009,11582912
15640,91.169256,11608096
15660,91.402393,11633612
15680,91.65507,11679768
15700,92.874018,11696908
15720,93.84884,11719888
15740,94.059632,11722996
15760,94.031815,11758680
15780,94.668258,11814308
15800,95.993066,11820464
1580,0.977372,137032
15820,95.304095,11856204
15840,95.320257,11910780
15860,95.890545,11919700
15880,97.120739,11947252
15900,96.081462,12003208
15920,95.942288,12034372
15940,94.512121,12074248
15960,95.077812,12124728
15980,95.967689,12130232
16000,94.702952,12187228
1600,0.96673,138948
16020,95.265722,12226500
16040,97.362066,12252728
16060,95.977235,12277808
16080,97.290638,12321304
160,0.015472,8028
16100,96.877097,12350432
16120,97.210857,12391940
16140,97.190644,12417568
16160,97.260922,12448896
16180,95.211744,12472212
16200,97.499481,12480396
1620,1.007635,142648
16220,99.7446,12529284
16240,98.877242,12568764
16260,99.257334,12588148
16280,98.763637,12620612
16300,99.676592,12642512
16320,99.624107,12683960
16340,100.941599,12717508
16360,101.480142,12766608
16380,99.749285,12792280
16400,100.695088,12826552
1640,1.012228,145108
16420,102.373046,12868504
16440,102.050736,12898200
16460,101.059806,12933480
16480,102.191318,12950924
16500,103.09892,12989700
16520,102.333694,13013992
16540,105.098575,13064156
16560,103.594573,13093116
16580,104.534617,13122468
16600,103.757397,13141852
1660,1.04549,149848
16620,105.488164,13178816
16640,103.707083,13209932
16660,105.498741,13243540
16680,104.480136,13274684
16700,104.893505,13304952
16720,106.734936,13335268
16740,105.875226,13382824
16760,106.370384,13423472
16780,107.152885,13447840
16800,106.356294,13495616
1680,1.064285,150540
16820,108.109282,13536480
16840,108.250254,13567352
16860,110.152341,13600620
16880,108.336437,13634408
16900,109.005122,13671196
16920,110.372326,13704488
16940,110.052081,13729948
16960,109.270479,13776464
16980,110.254429,13811516
17000,109.58025,13817644
1700,1.112107,156192
17020,110.431301,13891080
17040,110.295979,13880768
17060,112.024377,13929832
17080,111.837188,13959148
17100,112.18997,13985804
17120,112.169225,14011700
17140,111.437943,14033008
17160,112.607983,14093392
17180,112.947919,14098880
17200,113.832391,14126632
1720,1.085557,157620
17220,113.067213,14157340
17240,113.762917,14181012
17260,113.13191,14218772
17280,113.275268,14255704
17300,113.840186,14291108
17320,114.580267,14325896
17340,116.14723,14341280
17360,114.762405,14369244
17380,116.828648,14403976
17400,116.339061,14440868
1740,1.137614,160376
17420,116.899034,14466224
17440,115.756407,14483688
17460,116.736093,14525164
17480,116.175842,14556004
17500,115.971879,14590960
17520,117.241421,14625684
17540,117.265459,14649956
17560,117.515338,14694832
17580,118.482797,14711144
17600,120.593434,14751164
1760,1.164374,163036
17620,120.981359,14783324
17640,121.643699,14818548
17660,121.968639,14852168
17680,122.176879,14866788
17700,124.132038,14916208
17720,118.029304,14945568
17740,123.168589,14980552
17760,123.948502,15022424
17780,124.116298,15037296
17800,125.44602,15067044
1780,1.192761,167260
17820,125.301977,15097272
17840,125.588018,15132936
17860,126.82808,15160928
17880,125.25489,15194992
17900,126.257967,15247816
17920,127.316219,15288296
17940,125.897023,15338900
17960,123.373343,15340476
17980,125.877438,15388132
18000,123.448337,15419024
1800,1.196997,170252
18020,123.711882,15463576
18040,125.242155,15481300
18060,124.322736,15528620
18080,125.722824,15557092
180,0.01944,8992
18100,125.861628,15603452
18120,127.10672,15628052
18140,126.309832,15680192
18160,127.866717,15717396
18180,126.723611,15764108
18200,127.466215,15761536
1820,1.238961,174596
18220,127.613873,15808032
18240,130.188584,15831508
18260,129.580049,15853812
18280,127.263959,15898552
18300,129.802116,15905896
18320,128.498114,15926988
18340,129.426794,15972568
18360,129.41194,16000760
18380,130.65106,16031032
18400,131.176159,16054320
1840,1.260602,178728
18420,130.309345,16102664
18440,130.243163,16117320
18460,130.936618,16159244
18480,130.071819,16188956
18500,133.132507,16216196
18520,132.257527,16257644
18540,130.727684,16285156
18560,132.747063,16353552
18580,135.408864,16376800
18600,132.89809,16407648
1860,1.277433,182020
18620,133.607418,16435080
18640,133.523196,16484132
18660,135.934218,16514848
18680,133.007457,16536512
18700,134.045201,16574008
18720,135.892115,16623176
18740,134.582915,16620156
18760,135.763477,16663080
18780,135.861707,16709224
