100000,89.3678,5764140,poly-s1-p100000.graphml
10000,7.61873,586476,poly-s1-p10000.graphml
1000,0.62374,65788,poly-s1-p1000.graphml
100500,89.2396,5792320,poly-s1-p100500.graphml
101000,89.4841,5825208,poly-s1-p101000.graphml
101500,90.2686,5852084,poly-s1-p101500.graphml
102000,93.8507,5881056,poly-s1-p102000.graphml
102500,91.0144,5909988,poly-s1-p102500.graphml
103000,92.3776,5939312,poly-s1-p103000.graphml
103500,92.5034,5966932,poly-s1-p103500.graphml
104000,94.3346,5994848,poly-s1-p104000.graphml
104500,92.9197,6026408,poly-s1-p104500.graphml
105000,93.7501,6052324,poly-s1-p105000.graphml
10500,8.0407,615740,poly-s1-p10500.graphml
105500,93.633,6080824,poly-s1-p105500.graphml
106000,95.078,6109932,poly-s1-p106000.graphml
106500,97.5943,6140364,poly-s1-p106500.graphml
107000,115.268,6170428,poly-s1-p107000.graphml
107500,99.9281,6201328,poly-s1-p107500.graphml
108000,96.2202,6230276,poly-s1-p108000.graphml
108500,95.9714,6258408,poly-s1-p108500.graphml
109000,96.1497,6287764,poly-s1-p109000.graphml
109500,96.7131,6316208,poly-s1-p109500.graphml
110000,98.0954,6344988,poly-s1-p110000.graphml
11000,8.45175,646048,poly-s1-p11000.graphml
110500,97.8299,6373828,poly-s1-p110500.graphml
111000,98.645,6404620,poly-s1-p111000.graphml
111500,100.689,6430264,poly-s1-p111500.graphml
112000,98.4809,6458164,poly-s1-p112000.graphml
112500,99.3878,6488084,poly-s1-p112500.graphml
113000,100.596,6517140,poly-s1-p113000.graphml
113500,102.67,6547040,poly-s1-p113500.graphml
