375,0.217302,87496,monotone-polygons/poly-s5-p375.graphml
3348,2.32816,202368,monotone-polygons/poly-s7-p3348.graphml
4557,3.27159,271672,monotone-polygons/poly-s3-p4557.graphml
2135,1.45227,131508,monotone-polygons/poly-s2-p2135.graphml
3993,2.82234,237456,monotone-polygons/poly-s8-p3993.graphml
7083,5.24805,417896,monotone-polygons/poly-s3-p7083.graphml
239,0.136881,87496,monotone-polygons/poly-s2-p239.graphml
2289,1.53886,140320,monotone-polygons/poly-s5-p2289.graphml
2383,1.60399,146456,monotone-polygons/poly-s8-p2383.graphml
9011,6.7836,529252,monotone-polygons/poly-s1-p9011.graphml
665,0.404183,87496,monotone-polygons/poly-s1-p665.graphml
9346,7.05613,548280,monotone-polygons/poly-s3-p9346.graphml
3658,2.66547,219076,monotone-polygons/poly-s6-p3658.graphml
2956,2.15845,179172,monotone-polygons/poly-s1-p2956.graphml
4207,2.98753,251124,monotone-polygons/poly-s5-p4207.graphml
6164,4.52377,365016,monotone-polygons/poly-s1-p6164.graphml
4686,3.37074,279584,monotone-polygons/poly-s9-p4686.graphml
4369,3.24819,260632,monotone-polygons/poly-s8-p4369.graphml
2075,1.54259,127784,monotone-polygons/poly-s5-p2075.graphml
2845,2.08926,172724,monotone-polygons/poly-s8-p2845.graphml
2581,1.74784,156272,monotone-polygons/poly-s9-p2581.graphml
4064,2.93841,243168,monotone-polygons/poly-s9-p4064.graphml
933,0.582412,87496,monotone-polygons/poly-s7-p933.graphml
7960,5.94282,467608,monotone-polygons/poly-s2-p7960.graphml
8419,6.68146,493984,monotone-polygons/poly-s5-p8419.graphml
8743,6.58112,513060,monotone-polygons/poly-s1-p8743.graphml
9253,6.97666,542568,monotone-polygons/poly-s3-p9253.graphml
3603,2.52647,216308,monotone-polygons/poly-s6-p3603.graphml
7029,5.20936,413824,monotone-polygons/poly-s1-p7029.graphml
2664,1.79893,161620,monotone-polygons/poly-s5-p2664.graphml
8720,6.51744,511628,monotone-polygons/poly-s4-p8720.graphml
2344,1.57194,143104,monotone-polygons/poly-s5-p2344.graphml
7811,5.81904,458484,monotone-polygons/poly-s2-p7811.graphml
961,0.594908,87496,monotone-polygons/poly-s1-p961.graphml
3408,2.40899,205328,monotone-polygons/poly-s3-p3408.graphml
1503,0.978985,95084,monotone-polygons/poly-s6-p1503.graphml
162,0.087686,87496,monotone-polygons/poly-s3-p162.graphml
3085,2.12474,185280,monotone-polygons/poly-s2-p3085.graphml
8053,6.11898,473788,monotone-polygons/poly-s3-p8053.graphml
5326,3.85783,314360,monotone-polygons/poly-s5-p5326.graphml
9987,7.62488,584200,monotone-polygons/poly-s5-p9987.graphml
699,0.425349,87496,monotone-polygons/poly-s1-p699.graphml
2893,1.98347,175328,monotone-polygons/poly-s4-p2893.graphml
1322,0.86547,87496,monotone-polygons/poly-s3-p1322.graphml
9705,7.3757,566812,monotone-polygons/poly-s9-p9705.graphml
4800,3.41356,285048,monotone-polygons/poly-s10-p4800.graphml
