20,0.130327,/localhome/gue/devel/ord/monos/test/pao-mono/94-5965.obj
200,2.17125,/localhome/gue/devel/ord/monos/test/pao-mono/195-12478.obj
300,4.49181,/localhome/gue/devel/ord/monos/test/pao-mono/107-6813.obj
15,589.116,/localhome/gue/devel/ord/monos/test/pao-mono/121-7715.obj
50,0.462712,/localhome/gue/devel/ord/monos/test/pao-mono/100-6375.obj
70,0.710489,/localhome/gue/devel/ord/monos/test/pao-mono/186-11886.obj
100,0.950769,/localhome/gue/devel/ord/monos/test/pao-mono/192-12276.obj
2000,53.2642,/localhome/gue/devel/ord/monos/test/pao-mono/72-4574.obj
35,0.259104,/localhome/gue/devel/ord/monos/test/pao-mono/53-3363.obj
500,7.67033,/localhome/gue/devel/ord/monos/test/pao-mono/200-12757.obj
800,23.2037,/localhome/gue/devel/ord/monos/test/pao-mono/207-13196.obj
800,26.6644,/localhome/gue/devel/ord/monos/test/pao-mono/21-1296.obj
5000,683.683,/localhome/gue/devel/ord/monos/test/pao-mono/219-13975.obj
500,10.4957,/localhome/gue/devel/ord/monos/test/pao-mono/201-12842.obj
15,0.103097,/localhome/gue/devel/ord/monos/test/pao-mono/2-75.obj
4000,752.486,/localhome/gue/devel/ord/monos/test/pao-mono/216-13774.obj
35,0.251,/localhome/gue/devel/ord/monos/test/pao-mono/125-7980.obj
90,0.962932,/localhome/gue/devel/ord/monos/test/pao-mono/104-6644.obj
600,14.0047,/localhome/gue/devel/ord/monos/test/pao-mono/138-8831.obj
20,0.117411,/localhome/gue/devel/ord/monos/test/pao-mono/3-186.obj
20,0.131679,/localhome/gue/devel/ord/monos/test/pao-mono/3-173.obj
20,0.153171,/localhome/gue/devel/ord/monos/test/pao-mono/94-5972.obj
1000,16.8961,/localhome/gue/devel/ord/monos/test/pao-mono/142-9034.obj
800,27.9697,/localhome/gue/devel/ord/monos/test/pao-mono/140-8941.obj
35,0.242886,/localhome/gue/devel/ord/monos/test/pao-mono/53-3345.obj
50,0.434781,/localhome/gue/devel/ord/monos/test/pao-mono/100-6381.obj
70,0.613496,/localhome/gue/devel/ord/monos/test/pao-mono/58-3671.obj
600,13.5199,/localhome/gue/devel/ord/monos/test/pao-mono/203-12972.obj
2000,44.7918,/localhome/gue/devel/ord/monos/test/pao-mono/213-13592.obj
40,0.286262,/localhome/gue/devel/ord/monos/test/pao-mono/126-8027.obj
3000,1200.65,/localhome/gue/devel/ord/monos/test/pao-mono/87-5523.obj
15,0.087732,/localhome/gue/devel/ord/monos/test/pao-mono/121-7685.obj
400,3.99374,/localhome/gue/devel/ord/monos/test/pao-mono/136-8698.obj
300,5.62387,/localhome/gue/devel/ord/monos/test/pao-mono/196-12521.obj
900,13.6159,/localhome/gue/devel/ord/monos/test/pao-mono/22-1364.obj
3000,529.245,/localhome/gue/devel/ord/monos/test/pao-mono/73-4654.obj
10,0.052274,/localhome/gue/devel/ord/monos/test/pao-mono/167-10665.obj
50,0.504781,/localhome/gue/devel/ord/monos/test/pao-mono/100-6339.obj
4000,1108.64,/localhome/gue/devel/ord/monos/test/pao-mono/26-1645.obj
60,0.506949,/localhome/gue/devel/ord/monos/test/pao-mono/184-11740.obj
80,0.803942,/localhome/gue/devel/ord/monos/test/pao-mono/189-12049.obj
100,1.07576,/localhome/gue/devel/ord/monos/test/pao-mono/193-12312.obj
500,6.43545,/localhome/gue/devel/ord/monos/test/pao-mono/200-12752.obj
800,11.3265,/localhome/gue/devel/ord/monos/test/pao-mono/207-13237.obj
20,0.135532,/localhome/gue/devel/ord/monos/test/pao-mono/50-3143.obj
500,9.20495,/localhome/gue/devel/ord/monos/test/pao-mono/18-1106.obj
500,18.2589,/localhome/gue/devel/ord/monos/test/pao-mono/66-4213.obj
50,0.387286,/localhome/gue/devel/ord/monos/test/pao-mono/9-535.obj
900,18.1543,/localhome/gue/devel/ord/monos/test/pao-mono/113-7202.obj
800,22.1417,/localhome/gue/devel/ord/monos/test/pao-mono/112-7138.obj
3000,189.377,/localhome/gue/devel/ord/monos/test/pao-mono/215-13759.obj
20,0.130236,/localhome/gue/devel/ord/monos/test/pao-mono/171-10924.obj
200,2.05037,/localhome/gue/devel/ord/monos/test/pao-mono/194-12410.obj
600,11.1202,/localhome/gue/devel/ord/monos/test/pao-mono/67-4230.obj
600,14.167,/localhome/gue/devel/ord/monos/test/pao-mono/110-7022.obj
1000,17.0543,/localhome/gue/devel/ord/monos/test/pao-mono/23-1463.obj
45,0.407004,/localhome/gue/devel/ord/monos/test/pao-mono/180-11496.obj
700,37.2783,/localhome/gue/devel/ord/monos/test/pao-mono/205-13118.obj
2000,323.539,/localhome/gue/devel/ord/monos/test/pao-mono/72-4558.obj
45,495.965,/localhome/gue/devel/ord/monos/test/pao-mono/181-11534.obj
20,0.108494,/localhome/gue/devel/ord/monos/test/pao-mono/171-10884.obj
60,0.498531,/localhome/gue/devel/ord/monos/test/pao-mono/129-8205.obj
700,23.9053,/localhome/gue/devel/ord/monos/test/pao-mono/111-7044.obj
900,18.6189,/localhome/gue/devel/ord/monos/test/pao-mono/113-7169.obj
700,20.1285,/localhome/gue/devel/ord/monos/test/pao-mono/68-4301.obj
10,0.04822,/localhome/gue/devel/ord/monos/test/pao-mono/92-5855.obj
