10020,4.89678,586724,poly-s2-p10020.graphml
10040,4.87397,587844,poly-s2-p10040.graphml
10060,5.01819,588540,poly-s2-p10060.graphml
10080,4.88603,589656,poly-s2-p10080.graphml
1010,0.39282,65272,poly-s2-p1010.graphml
10120,4.91576,592744,poly-s2-p10120.graphml
10140,5.00596,594416,poly-s2-p10140.graphml
10160,4.93979,595060,poly-s2-p10160.graphml
10180,5.08887,595832,poly-s2-p10180.graphml
1020,0.473886,66000,poly-s2-p1020.graphml
10220,5.1711,598264,poly-s2-p10220.graphml
10240,4.96291,599248,poly-s2-p10240.graphml
10260,4.9661,601308,poly-s2-p10260.graphml
10280,4.98787,601584,poly-s2-p10280.graphml
1030,0.402567,66884,poly-s2-p1030.graphml
10320,5.33333,604716,poly-s2-p10320.graphml
10340,5.09431,605696,poly-s2-p10340.graphml
10360,5.07623,607352,poly-s2-p10360.graphml
10380,5.01896,608656,poly-s2-p10380.graphml
1040,0.403527,67140,poly-s2-p1040.graphml
10420,5.07037,610504,poly-s2-p10420.graphml
10440,5.06083,611920,poly-s2-p10440.graphml
10460,5.22185,613180,poly-s2-p10460.graphml
10480,5.74022,614220,poly-s2-p10480.graphml
1050,0.417538,67744,poly-s2-p1050.graphml
10520,5.43267,616636,poly-s2-p10520.graphml
10540,5.14529,617960,poly-s2-p10540.graphml
10560,5.16903,619300,poly-s2-p10560.graphml
10580,5.2295,620072,poly-s2-p10580.graphml
1060,0.453392,67936,poly-s2-p1060.graphml
10620,5.30779,621968,poly-s2-p10620.graphml
10640,5.20996,623640,poly-s2-p10640.graphml
10660,5.24572,625272,poly-s2-p10660.graphml
10680,5.27189,625728,poly-s2-p10680.graphml
1070,0.435831,69136,poly-s2-p1070.graphml
10720,5.30553,628348,poly-s2-p10720.graphml
10740,5.27442,629456,poly-s2-p10740.graphml
10760,5.30742,630704,poly-s2-p10760.graphml
10780,5.32775,631772,poly-s2-p10780.graphml
1080,0.464289,69780,poly-s2-p1080.graphml
10820,5.38664,633820,poly-s2-p10820.graphml
10840,5.34802,635520,poly-s2-p10840.graphml
10860,5.31364,636420,poly-s2-p10860.graphml
10880,5.32626,637592,poly-s2-p10880.graphml
1090,0.426709,69860,poly-s2-p1090.graphml
10920,5.33511,639636,poly-s2-p10920.graphml
10940,5.38158,641492,poly-s2-p10940.graphml
10960,5.36606,642332,poly-s2-p10960.graphml
10980,5.40033,643480,poly-s2-p10980.graphml
10,0.00144,8468,poly-s2-p10.graphml
11020,5.87723,645388,poly-s2-p11020.graphml
11040,5.45893,646404,poly-s2-p11040.graphml
11060,5.42659,647568,poly-s2-p11060.graphml
11080,5.45379,648040,poly-s2-p11080.graphml
110,0.043973,14388,poly-s2-p110.graphml
1110,0.445165,71132,poly-s2-p1110.graphml
11120,5.48017,650576,poly-s2-p11120.graphml
11140,5.51176,650852,poly-s2-p11140.graphml
11160,5.45784,652580,poly-s2-p11160.graphml
11180,5.53001,653416,poly-s2-p11180.graphml
1120,0.434172,71252,poly-s2-p1120.graphml
11220,5.52735,656068,poly-s2-p11220.graphml
11240,5.53989,656992,poly-s2-p11240.graphml
11260,5.59761,658132,poly-s2-p11260.graphml
11280,5.53102,659172,poly-s2-p11280.graphml
1130,0.470997,72360,poly-s2-p1130.graphml
11320,5.67389,661324,poly-s2-p11320.graphml
11340,5.60102,662468,poly-s2-p11340.graphml
11360,5.66694,663836,poly-s2-p11360.graphml
11380,5.89932,665572,poly-s2-p11380.graphml
1140,0.454179,72708,poly-s2-p1140.graphml
11420,5.59516,667292,poly-s2-p11420.graphml
11440,6.51669,668712,poly-s2-p11440.graphml
11460,6.25042,669716,poly-s2-p11460.graphml
11480,6.12997,671244,poly-s2-p11480.graphml
1150,0.460922,73424,poly-s2-p1150.graphml
11520,5.7024,673384,poly-s2-p11520.graphml
11540,6.78666,674552,poly-s2-p11540.graphml
11560,5.73573,675716,poly-s2-p11560.graphml
11580,5.76342,676620,poly-s2-p11580.graphml
1160,0.458344,73892,poly-s2-p1160.graphml
11620,5.76833,678972,poly-s2-p11620.graphml
11640,5.74885,680780,poly-s2-p11640.graphml
11660,5.8303,681476,poly-s2-p11660.graphml
11680,7.04756,682364,poly-s2-p11680.graphml
1170,0.523322,74056,poly-s2-p1170.graphml
11720,6.13584,685412,poly-s2-p11720.graphml
11740,5.801,686016,poly-s2-p11740.graphml
11760,5.80015,687080,poly-s2-p11760.graphml
11780,5.88075,688648,poly-s2-p11780.graphml
1180,0.478362,75236,poly-s2-p1180.graphml
11820,5.82536,689964,poly-s2-p11820.graphml
11840,6.88578,691680,poly-s2-p11840.graphml
11860,6.89575,692420,poly-s2-p11860.graphml
